methane,lpg,co,air_quality,flame_val,dht22_temp,humidity,status
207,299,147,517,4031,26,47,0
208,343,178,584,3975,29,52,0
285,326,135,549,4026,32,56,0
3032,2930,3299,753,3985,26,79,2
244,318,145,333,3984,30,53,0
314,205,141,516,4037,27,58,0
277,365,191,412,4048,26,72,0
341,290,97,522,3986,30,44,0
392,300,162,471,3910,22,50,0
552,382,1654,2900,448,74,31,1
274,293,90,574,3975,25,43,0
669,512,1492,3391,208,73,17,1
346,305,108,428,3961,27,46,0
346,325,174,496,3957,25,50,0
345,257,155,468,3940,27,53,0
320,316,177,353,3934,28,64,0
388,328,155,447,3967,27,53,0
342,244,156,398,3947,28,47,0
3434,3157,2930,750,3995,29,77,2
344,284,164,501,4022,27,64,0
269,307,175,460,4002,36,57,0
348,283,184,510,3982,25,48,0
255,219,132,261,4009,24,55,0
250,291,101,139,3983,28,79,0
314,216,79,320,3873,28,49,0
317,301,164,417,4030,29,41,0
299,298,75,472,3964,26,56,0
3447,2960,3986,909,4020,30,55,2
252,293,178,434,4031,25,57,0
3094,3207,2982,714,3976,31,62,2
381,406,229,380,3956,32,75,0
584,372,1579,3498,739,62,45,1
234,265,92,272,3952,28,67,0
256,280,180,449,4072,26,51,0
194,209,181,472,3996,30,65,0
290,230,115,384,3987,23,53,0
380,317,109,407,4063,23,64,0
215,246,136,445,4025,31,70,0
246,278,91,344,4007,24,52,0
275,303,121,451,3957,28,52,0
304,273,99,324,3927,27,60,0
3220,3014,2593,680,3996,29,55,2
3411,3118,3312,843,3946,30,42,2
209,360,130,423,4037,27,46,0
238,334,180,277,4009,28,56,0
338,335,143,517,3919,25,36,0
3052,3264,3037,949,3980,23,46,2
628,457,1442,2968,524,95,32,1
236,354,154,525,3957,34,38,0
343,261,173,450,4059,30,50,0
4085,3079,2658,636,3854,33,72,2
395,272,127,231,4040,29,67,0
310,233,180,615,3960,24,64,0
281,295,131,403,4058,25,43,0
279,306,103,376,4009,26,51,0
341,306,142,428,4095,32,72,0
318,176,142,284,3912,32,67,0
377,205,193,574,3971,34,60,0
258,307,213,543,4019,27,74,0
298,259,153,421,4002,26,73,0
2659,3242,2726,805,3998,28,76,2
257,253,108,467,4014,27,67,0
2472,3394,2701,734,4095,25,64,2
627,649,1407,3118,799,55,21,1
358,231,116,349,4007,30,66,0
256,274,160,421,3941,28,45,0
246,353,182,448,4021,27,56,0
2825,3459,2873,614,4095,28,65,2
312,269,156,386,4004,29,60,0
218,265,94,568,4036,30,58,0
289,310,186,502,4019,23,59,0
347,221,91,384,4025,23,72,0
728,632,1291,2911,680,75,14,1
265,322,196,372,4067,29,67,0
263,326,147,409,3984,29,63,0
255,269,150,339,4050,28,56,0
2823,3213,2362,704,4018,28,83,2
320,196,154,346,3950,27,64,0
360,294,159,398,3990,27,52,0
353,273,175,393,4070,30,64,0
276,298,173,322,4064,28,63,0
358,281,115,382,3976,27,66,0
321,343,183,348,3986,24,60,0
206,256,128,502,4031,27,63,0
254,272,114,428,4032,27,53,0
307,351,158,335,4007,26,53,0
283,242,137,440,4095,28,48,0
297,415,136,598,4030,24,69,0
292,261,168,191,3978,30,60,0
2234,3379,2774,769,4015,28,63,2
335,191,208,342,4064,32,44,0
3140,3489,2857,910,3969,30,39,2
284,328,199,258,4023,29,64,0
2714,3654,2595,846,3992,29,62,2
416,301,184,392,4019,29,51,0
281,256,112,419,3972,30,57,0
235,424,106,371,4049,23,47,0
334,211,187,284,4022,27,59,0
332,287,151,390,3951,24,64,0
180,309,89,417,4073,24,55,0
326,317,139,504,4033,30,56,0
152,261,166,313,4020,27,59,0
235,293,126,277,4067,32,65,0
256,371,123,366,3970,26,73,0
255,241,101,395,4051,31,51,0
402,367,175,328,4002,30,61,0
283,276,177,410,4004,27,66,0
298,263,135,341,3958,29,61,0
261,364,125,470,3932,30,69,0
311,245,167,352,3965,28,57,0
267,316,207,453,4045,25,59,0
557,535,1655,2893,610,77,49,1
292,336,158,217,3949,24,65,0
287,333,156,396,4008,24,70,0
321,266,204,641,3967,26,82,0
2903,3551,3039,717,3989,22,47,2
402,274,138,363,3952,28,66,0
291,279,145,346,4087,30,73,0
261,309,183,472,3937,29,56,0
347,324,148,489,3952,29,62,0
304,382,133,268,4055,23,40,0
186,306,163,369,4052,22,54,0
287,284,188,441,4018,20,66,0
338,304,225,407,3916,28,65,0
358,307,135,430,4041,29,62,0
242,241,158,428,4000,25,47,0
266,248,165,438,4032,28,55,0
264,252,111,370,4031,26,47,0
279,167,133,514,3975,29,46,0
234,284,126,374,3976,28,60,0
2992,3644,3220,756,4070,30,57,2
194,262,140,324,3954,27,58,0
248,336,154,502,4037,31,51,0
253,301,134,412,4002,34,62,0
308,307,213,392,4054,26,69,0
343,300,183,481,4027,26,52,0
317,237,127,298,4008,23,81,0
240,377,148,199,4095,27,58,0
252,278,164,381,3918,31,52,0
335,246,160,468,3951,29,61,0
606,603,1231,3211,386,75,36,1
286,228,179,341,3964,27,31,0
3900,3498,2753,964,4005,27,54,2
269,316,135,421,3911,27,31,0
328,357,107,281,3950,27,77,0
273,318,122,381,4027,29,60,0
248,327,153,455,4041,25,77,0
297,157,179,250,4052,25,46,0
317,232,137,496,4059,29,60,0
292,296,103,301,4067,26,60,0
327,281,153,319,4017,30,47,0
339,407,176,238,4023,25,71,0
315,231,178,501,3946,27,58,0
319,235,148,641,4051,31,56,0
657,563,1513,2796,528,74,30,1
192,311,189,396,4001,23,63,0
2996,3113,3329,811,3989,26,55,2
225,292,122,615,4095,29,63,0
3285,3888,2947,796,4036,29,56,2
320,271,108,464,4025,26,70,0
2440,3001,3075,776,3956,31,51,2
210,352,149,396,4026,25,54,0
217,243,141,248,4086,21,42,0
293,220,156,450,3982,29,55,0
237,405,172,297,3942,25,69,0
304,304,214,409,3979,27,66,0
335,287,169,347,3965,31,70,0
390,296,123,358,4027,26,54,0
522,401,1192,3231,578,57,36,1
559,377,1293,3603,605,58,26,1
286,257,188,692,3999,20,62,0
228,277,159,315,3955,33,47,0
392,330,152,351,3972,29,65,0
264,232,144,523,3997,27,68,0
220,350,142,265,3944,28,42,0
283,295,166,456,4091,27,78,0
282,259,117,452,3995,28,68,0
616,458,2012,1669,637,61,26,1
315,312,119,332,3938,29,56,0
287,340,127,506,4004,33,79,0
311,285,190,304,3965,32,54,0
2559,3192,2785,710,4046,30,51,2
243,316,137,300,4026,24,44,0
330,328,117,304,4002,26,67,0
323,305,163,309,4001,29,60,0
280,291,131,372,4019,27,58,0
373,417,139,456,3910,28,67,0
218,315,161,450,3918,23,61,0
326,274,188,347,3972,33,59,0
277,262,181,451,3868,26,65,0
375,287,126,322,3960,29,48,0
286,302,130,266,3937,26,90,0
365,278,171,511,3985,26,57,0
312,293,228,280,4009,32,70,0
314,288,151,472,4008,25,64,0
231,314,166,425,3985,23,43,0
3168,2812,2708,702,3968,29,48,2
3739,2604,3522,709,3931,28,49,2
594,682,1734,2228,303,75,15,1
308,287,125,321,4069,29,56,0
250,254,203,436,3867,23,57,0
361,286,114,394,4008,24,54,0
199,349,148,133,3994,23,80,0
319,278,180,350,3983,26,64,0
266,334,95,328,4055,29,72,0
319,365,169,349,4047,25,45,0
292,337,125,374,3981,31,64,0
278,310,119,477,4064,34,49,0
332,278,130,248,3965,30,60,0
382,265,153,374,4071,33,57,0
319,235,165,425,3991,28,69,0
282,253,113,330,3913,31,68,0
3529,3472,3229,713,4002,26,86,2
297,272,165,471,3966,25,51,0
220,361,194,446,3964,25,56,0
295,324,123,414,3988,26,40,0
305,346,118,342,3872,28,59,0
337,299,97,476,4031,26,38,0
236,391,118,411,4034,25,71,0
339,371,131,407,3940,27,75,0
2896,2970,2930,925,3983,31,55,2
334,356,135,385,3980,26,65,0
238,331,181,579,4049,29,49,0
339,340,125,385,4075,28,67,0
210,267,145,320,3998,31,40,0
299,270,163,354,3969,28,60,0
628,681,1923,2421,102,68,27,1
281,321,207,409,4030,27,53,0
300,348,218,368,3912,26,66,0
308,319,133,446,4041,25,59,0
330,347,106,268,4024,30,60,0
382,293,145,450,3979,25,54,0
283,297,137,466,3983,28,56,0
198,414,115,491,4047,25,55,0
278,346,176,452,4045,28,56,0
296,354,139,358,3953,30,55,0
309,352,174,397,4027,29,65,0
321,231,163,289,4095,24,54,0
275,322,149,465,3996,27,53,0
587,490,927,2316,316,76,29,1
225,244,163,326,3938,28,33,0
250,309,142,239,3937,28,58,0
225,321,148,426,4093,29,59,0
290,384,168,452,4033,29,51,0
385,187,135,462,3941,28,61,0
272,327,164,406,3962,30,45,0
300,260,141,321,3966,24,51,0
236,286,212,537,3881,29,59,0
403,351,154,331,3956,28,66,0
394,340,112,351,3990,22,51,0
316,311,134,438,4039,30,49,0
266,358,123,276,3918,24,52,0
322,278,173,420,4081,30,56,0
353,325,139,369,4074,26,62,0
327,314,155,501,3940,23,62,0
358,379,1310,3599,417,72,33,1
309,394,170,299,3922,30,51,0
322,268,163,392,3974,24,68,0
344,320,170,502,4016,30,43,0
2575,2747,2969,684,3980,30,56,2
265,395,140,638,3946,28,41,0
301,339,195,445,3986,25,58,0
262,364,132,420,4056,29,60,0
342,256,120,399,4004,29,63,0
366,308,135,351,4023,27,55,0
494,470,1857,1952,1063,47,26,1
370,256,98,366,3992,33,54,0
262,318,204,466,3955,28,57,0
355,214,143,407,3976,21,64,0
362,473,1717,3042,437,45,21,1
351,287,132,455,3942,27,40,0
3179,3621,2611,919,3955,30,67,2
305,277,112,458,4046,23,62,0
306,272,181,425,4007,25,58,0
281,385,150,609,4060,29,49,0
370,273,112,355,4078,26,54,0
225,281,159,119,4070,22,58,0
288,217,184,419,3812,34,73,0
372,252,139,294,3972,30,57,0
344,287,152,314,4007,30,67,0
2757,3724,2496,708,4048,26,62,2
209,432,205,367,3969,25,66,0
326,305,123,360,4017,27,50,0
303,308,95,388,4045,31,51,0
3356,3329,2630,815,4007,31,60,2
3180,2983,2936,615,3957,30,55,2
585,469,1440,3178,593,45,22,1
327,329,179,307,4040,28,39,0
268,308,149,418,3958,29,61,0
580,500,1851,3282,305,71,26,1
315,327,111,338,4007,24,62,0
291,321,188,550,4067,29,77,0
2056,3399,2738,907,4075,27,46,2
260,211,131,359,3966,36,69,0
319,335,171,387,3967,23,52,0
2799,3539,2917,908,4038,24,77,2
265,316,187,335,3950,33,61,0
293,290,171,338,4019,24,78,0
289,291,156,477,4000,32,81,0
344,316,117,509,4020,24,53,0
645,480,1179,3315,183,52,41,1
320,381,133,375,3976,24,65,0
337,390,146,422,3940,28,65,0
365,191,108,469,4045,25,56,0
249,291,162,512,4019,28,64,0
325,315,185,431,4035,29,59,0
333,385,179,333,3972,37,55,0
292,250,163,281,4045,29,59,0
253,257,184,539,3960,29,45,0
259,232,169,246,3978,25,67,0
246,246,163,392,3928,19,58,0
554,386,1550,2851,450,69,15,1
298,301,216,549,4058,33,60,0
3160,3210,3147,789,4041,30,50,2
2381,3692,2531,779,4003,26,54,2
258,224,142,208,4054,22,51,0
280,288,152,522,3910,32,75,0
381,309,201,542,4087,32,66,0
3286,3484,2466,866,3990,33,69,2
915,670,1198,3411,168,68,32,1
2779,3475,2246,709,4000,24,59,2
356,231,218,515,4048,25,55,0
257,274,184,479,3926,29,61,0
325,406,142,221,3975,25,52,0
321,325,95,477,3917,29,53,0
561,625,1286,3368,566,71,40,1
277,364,151,348,4095,29,48,0
287,208,130,428,3936,24,59,0
280,288,96,366,3958,23,56,0
263,234,115,439,4056,22,80,0
265,307,136,557,3999,27,65,0
2645,3903,3164,751,3950,28,73,2
297,243,165,224,4062,25,73,0
292,338,155,601,3969,22,49,0
292,284,165,373,4095,28,61,0
561,416,1857,2789,523,50,37,1
3678,3554,2477,936,4047,28,61,2
226,297,188,423,4041,31,66,0
348,344,107,541,4001,19,71,0
300,301,182,202,4095,22,52,0
293,284,133,330,3948,28,83,0
341,278,141,154,4034,32,45,0
377,279,125,261,3989,30,59,0
363,322,178,386,3966,20,81,0
626,394,1126,2594,323,86,36,1
540,454,1259,2501,94,57,46,1
308,238,175,203,3989,24,84,0
388,279,113,287,4002,27,46,0
287,214,145,491,3928,26,59,0
343,283,189,281,3968,33,52,0
386,311,160,292,3999,28,62,0
282,241,162,396,3999,26,64,0
208,304,197,411,3955,24,67,0
372,379,126,592,3982,31,62,0
306,324,127,283,3971,26,57,0
374,337,179,166,3854,32,62,0
2835,3787,3273,675,3929,27,64,2
296,356,130,323,3988,27,67,0
3048,2990,3320,746,3962,26,55,2
395,277,135,372,3910,26,68,0
407,306,173,492,4078,22,80,0
282,329,157,407,4043,27,48,0
652,489,1285,2315,141,70,37,1
329,227,207,297,4095,35,78,0
248,357,156,572,4050,31,61,0
256,374,152,551,3985,29,64,0
189,284,86,367,3961,22,55,0
266,368,128,514,3988,30,70,0
340,336,132,351,3981,31,64,0
3854,2833,2984,806,4095,20,66,2
2960,3133,2855,621,3989,26,63,2
314,300,160,572,3956,24,67,0
334,266,102,460,3866,27,54,0
297,338,153,360,3993,31,73,0
314,309,144,501,4006,24,38,0
241,246,168,394,4031,27,50,0
264,254,152,434,4037,22,55,0
377,308,159,416,4010,24,43,0
266,387,217,331,4033,25,72,0
296,312,167,495,4070,27,57,0
312,300,190,496,3995,26,43,0
342,312,162,429,4031,27,43,0
232,319,100,403,4064,29,67,0
704,515,1719,2082,334,80,30,1
295,259,162,350,4014,22,52,0
363,250,142,517,3899,30,65,0
3278,3097,2212,751,3975,34,46,2
244,366,169,399,3923,24,37,0
218,341,106,569,4089,28,66,0
402,339,146,201,3996,28,55,0
543,560,1456,3204,321,69,10,1
346,314,162,456,3970,30,63,0
501,592,1182,2955,395,70,13,1
319,177,159,437,4046,23,75,0
223,237,175,371,4011,25,56,0
358,309,120,608,4028,25,50,0
295,313,172,518,4091,32,53,0
268,324,110,565,4009,24,57,0
558,544,1716,3107,183,58,15,1
339,360,131,401,4023,28,82,0
365,310,202,412,3903,25,54,0
332,231,181,347,4049,22,65,0
395,610,1664,3366,367,64,47,1
276,313,117,426,3854,31,46,0
297,373,141,574,4011,28,66,0
335,303,117,394,4009,25,49,0
266,326,181,440,3970,29,52,0
267,293,129,402,4065,23,75,0
711,607,1533,4095,424,67,35,1
318,378,99,493,4029,25,64,0
349,335,172,407,4048,27,42,0
209,324,131,380,3936,26,49,0
250,276,209,566,4015,25,62,0
263,335,130,445,4041,30,43,0
408,218,147,418,3996,28,53,0
236,319,127,362,3950,27,65,0
348,437,190,407,3940,27,50,0
239,334,136,392,4034,30,75,0
277,262,148,366,3912,26,57,0
279,346,119,274,3990,32,35,0
647,382,1157,2581,407,84,13,1
231,249,132,437,3926,31,48,0
267,354,143,530,3955,27,43,0
379,327,111,329,3962,27,66,0
328,344,179,385,4051,30,43,0
322,294,158,304,3974,29,59,0
239,287,203,341,4021,30,59,0
641,537,1751,3468,0,56,41,1
3140,3433,2883,757,4012,29,53,2
508,535,1707,3164,280,52,23,1
278,307,132,302,3978,26,59,0
237,253,167,397,3899,36,72,0
255,310,177,418,4048,26,75,0
306,310,164,365,4016,26,64,0
309,289,127,445,3960,25,71,0
634,482,1338,3501,197,56,35,1
318,302,104,441,4060,27,51,0
323,241,147,468,3923,30,64,0
326,323,112,385,3920,29,61,0
294,285,168,230,3955,32,49,0
589,503,1575,3849,504,79,25,1
3073,3793,3400,877,3997,30,72,2
358,278,144,380,3939,24,56,0
413,207,234,435,4065,27,41,0
326,348,186,293,3999,24,59,0
2577,3134,2633,841,4021,29,56,2
220,270,108,414,3912,33,87,0
273,282,108,455,3944,29,49,0
532,396,1565,2821,246,57,22,1
278,301,147,306,3903,26,63,0
3229,3100,3402,833,3988,23,75,2
294,282,173,463,3917,28,57,0
534,522,1368,2018,440,74,9,1
247,352,154,498,4043,34,54,0
400,300,163,532,3938,30,58,0
274,229,143,460,4066,24,50,0
292,302,205,355,4014,25,70,0
296,366,135,288,4008,31,47,0
301,358,129,506,4000,29,64,0
351,347,171,549,3932,29,70,0
682,552,1443,3723,244,84,6,1
254,292,137,646,3945,22,55,0
283,309,200,299,3936,22,65,0
335,330,147,504,3979,27,74,0
314,293,170,255,4017,23,65,0
273,193,160,510,3897,24,41,0
304,305,169,550,4013,31,41,0
322,298,97,396,4024,31,55,0
557,688,2053,3172,454,59,28,1
399,252,137,345,3958,26,60,0
347,307,162,375,3982,24,55,0
348,247,153,384,4004,27,53,0
279,290,142,506,3981,29,68,0
255,235,173,236,3986,33,61,0
307,295,168,507,3989,28,56,0
2501,3159,3060,774,3950,31,48,2
257,324,138,297,3969,29,57,0
338,301,180,507,3970,22,81,0
205,292,156,282,3986,25,58,0
399,247,144,365,4018,31,53,0
3886,2702,2667,810,3928,26,96,2
2858,3411,2848,849,3981,26,79,2
344,348,137,277,4005,24,62,0
3878,3519,2746,839,3952,25,72,2
270,338,108,368,3982,24,44,0
368,319,186,456,4026,24,66,0
3059,3321,2806,885,3983,27,62,2
386,215,166,623,3980,27,67,0
192,344,191,421,4061,24,67,0
206,389,110,319,3900,25,52,0
251,381,155,365,4011,26,53,0
335,252,131,503,3944,30,77,0
377,280,133,620,4075,30,78,0
234,204,100,635,4010,24,65,0
329,283,146,549,4055,27,71,0
288,312,188,395,3961,26,78,0
274,299,174,630,3988,29,57,0
280,343,123,400,4095,29,39,0
301,360,117,457,3990,25,61,0
272,203,163,207,4075,32,45,0
237,309,90,468,3982,30,52,0
454,454,1548,3026,477,59,39,1
263,316,130,481,4046,30,57,0
195,271,176,430,3972,30,69,0
296,340,128,552,4016,28,71,0
298,254,176,305,3957,28,52,0
303,241,156,387,4081,26,58,0
315,377,189,397,4076,29,40,0
694,514,1701,3088,499,76,36,1
748,478,1371,3629,301,56,28,1
275,291,161,445,4045,29,57,0
268,286,153,314,3965,29,56,0
342,362,148,398,3999,28,43,0
321,355,104,367,3987,30,52,0
359,336,128,772,4018,24,65,0
519,427,1451,2412,0,57,10,1
350,334,137,193,3972,28,51,0
252,298,143,539,4054,27,37,0
320,230,130,407,3921,28,58,0
305,397,133,437,4019,28,53,0
277,255,95,326,4023,27,66,0
428,634,1527,2564,426,54,34,1
266,292,153,215,3883,22,59,0
276,281,201,532,3974,26,61,0
320,332,160,504,3984,29,51,0
760,387,1716,3191,619,53,40,1
340,282,96,370,3886,27,51,0
301,285,160,526,4034,24,65,0
319,253,173,659,4049,28,78,0
220,262,189,478,3939,32,69,0
444,308,145,321,4028,25,55,0
362,340,147,575,3966,30,55,0
312,306,147,337,3979,24,57,0
478,561,1208,3332,492,48,16,1
235,270,111,225,3958,24,48,0
263,400,177,347,3953,27,46,0
239,299,179,371,3984,33,75,0
271,402,178,355,3963,27,58,0
306,316,209,348,3945,26,62,0
217,236,127,430,3994,29,71,0
332,285,157,467,4004,32,49,0
263,321,174,579,3961,25,49,0
342,365,122,480,3983,30,61,0
304,197,174,249,3972,31,77,0
331,345,139,131,3966,30,58,0
229,323,156,365,4002,29,61,0
284,341,186,383,3934,22,69,0
190,313,163,348,3903,26,59,0
2774,3133,3000,668,4095,29,85,2
344,387,121,241,3876,25,69,0
529,350,2172,2477,261,55,37,1
304,267,155,324,3975,19,69,0
253,340,184,429,3957,24,61,0
220,332,187,445,4035,27,78,0
258,316,110,370,3975,32,43,0
265,252,125,328,3963,24,59,0
259,257,96,251,3988,30,60,0
330,312,182,410,3959,26,47,0
397,305,167,483,4043,31,62,0
2509,3112,3277,807,4033,32,74,2
536,495,1658,2734,450,68,23,1
373,231,152,246,4087,29,49,0
370,345,152,358,3890,28,67,0
375,303,170,469,3971,30,48,0
633,490,1288,2757,453,59,28,1
249,231,192,560,4014,27,54,0
329,223,152,502,4056,25,65,0
721,256,1213,3581,450,62,27,1
290,352,216,358,4012,26,59,0
359,339,179,505,4025,30,67,0
371,293,156,466,4045,33,70,0
2985,3459,3456,725,4041,30,64,2
236,289,145,483,4030,30,73,0
345,362,172,290,4025,28,51,0
566,660,1218,3003,416,60,44,1
217,288,139,441,3992,29,53,0
376,320,106,445,3947,26,53,0
354,258,124,396,3951,22,74,0
299,351,170,484,3999,25,71,0
300,192,78,412,3937,31,56,0
276,321,159,536,3932,31,68,0
248,320,176,346,4014,23,65,0
567,565,1693,2482,433,88,35,1
302,304,158,364,3955,30,63,0
323,280,112,339,4050,25,58,0
215,296,179,390,4036,30,55,0
714,357,1484,2253,561,50,49,1
3137,3689,2693,785,4095,31,78,2
291,336,106,456,4018,24,55,0
356,370,150,295,3988,32,51,0
330,329,164,236,4077,21,77,0
236,333,132,566,3996,28,49,0
255,310,141,440,4071,33,73,0
304,328,125,350,3882,31,60,0
275,259,141,488,3962,21,53,0
321,340,143,221,3954,27,54,0
404,528,2015,3041,881,57,25,1
230,259,184,450,4063,27,62,0
236,275,151,379,4017,30,46,0
243,307,149,494,3966,28,64,0
315,324,141,368,4012,28,57,0
237,309,98,392,4039,25,54,0
302,262,113,328,4020,31,65,0
316,344,158,420,4095,29,58,0
602,451,1380,3373,847,70,17,1
271,320,102,441,4024,29,63,0
222,344,117,369,3947,32,45,0
357,163,140,531,3990,23,53,0
246,268,136,276,4083,25,57,0
176,353,162,641,4017,27,57,0
325,333,153,300,4095,25,68,0
250,353,173,194,4049,23,64,0
311,288,186,551,4002,33,68,0
522,413,1164,3243,0,57,29,1
253,314,167,225,4054,30,51,0
358,200,242,436,3891,24,60,0
300,304,174,633,4024,32,49,0
262,355,162,649,3985,25,71,0
227,280,138,442,4012,29,36,0
351,311,126,691,4095,25,55,0
306,249,162,406,3944,26,49,0
279,226,152,433,4080,25,61,0
197,322,135,416,3961,30,62,0
301,300,167,234,3941,27,69,0
2749,2626,2592,843,4028,23,52,2
357,308,145,467,3955,26,46,0
363,289,212,351,3934,32,69,0
631,437,2403,3374,733,56,36,1
298,183,142,408,4026,29,50,0
308,374,178,440,3920,30,75,0
320,198,135,375,4095,29,72,0
248,292,166,330,3992,24,65,0
238,297,128,585,4065,27,78,0
338,312,151,327,4044,28,70,0
3072,2966,2453,817,3980,28,70,2
337,265,195,482,3994,24,41,0
610,531,1427,3156,434,68,18,1
669,494,1489,2882,0,65,42,1
299,204,136,282,4045,27,78,0
662,520,1868,3254,824,45,49,1
263,262,124,361,4068,26,71,0
247,330,187,307,4028,25,61,0
710,463,1682,3119,315,66,28,1
353,309,164,229,3978,27,48,0
279,335,156,583,3999,30,50,0
369,343,137,384,4039,30,51,0
374,290,162,471,4006,26,62,0
229,267,104,411,3899,24,70,0
289,254,151,414,4016,26,43,0
3614,3230,2028,754,4095,26,38,2
288,312,170,221,3962,26,57,0
2793,2584,2005,768,4045,30,46,2
309,236,141,408,4044,24,64,0
282,235,108,268,3949,27,72,0
303,222,152,433,4019,28,59,0
456,418,1715,2559,144,67,37,1
267,234,214,419,3972,33,73,0
345,317,139,465,4038,27,62,0
350,365,136,427,3958,25,57,0
573,410,1188,2457,577,68,30,1
3501,2954,3059,788,3986,27,56,2
306,210,137,449,4012,27,81,0
297,303,168,265,4008,29,59,0
436,242,187,396,3943,22,53,0
341,251,171,485,4046,25,67,0
294,253,128,403,3947,25,77,0
323,277,129,274,3961,26,67,0
305,391,90,386,3907,20,32,0
251,263,144,633,3971,27,47,0
308,363,178,286,4065,29,61,0
356,286,139,634,3953,27,69,0
298,338,144,345,4002,26,55,0
281,236,127,428,4034,26,66,0
259,309,126,473,4095,28,71,0
244,287,169,423,4071,31,42,0
673,703,1798,3757,338,68,30,1
309,175,93,279,4049,26,38,0
247,205,126,394,4045,26,40,0
544,458,1452,3170,385,57,39,1
368,223,164,383,4030,30,50,0
243,293,124,240,4014,29,51,0
595,569,1549,3196,496,51,38,1
642,541,1695,3350,335,67,39,1
231,326,174,432,4001,27,38,0
3567,3033,2764,802,4011,33,48,2
557,365,1446,2998,535,65,27,1
282,287,148,416,4017,28,72,0
346,267,156,384,4006,26,41,0
310,392,99,389,4026,31,73,0
295,254,152,180,4070,37,55,0
267,302,127,401,3928,26,59,0
222,297,168,422,4003,27,77,0
323,368,127,498,4044,27,70,0
238,312,142,491,4073,29,40,0
241,381,142,464,3995,29,58,0
3465,2930,2984,485,4058,30,58,2
296,315,118,433,4040,27,38,0
343,308,127,408,4023,27,69,0
560,374,1860,2628,0,78,15,1
363,251,156,444,3992,26,68,0
3218,3148,3266,870,3976,27,63,2
214,316,196,391,3948,28,74,0
372,390,144,457,3941,26,63,0
281,239,171,515,4014,30,52,0
319,278,155,349,4053,26,58,0
322,262,140,538,4023,29,68,0
307,324,150,392,3936,27,80,0
337,237,103,274,4028,27,52,0
346,415,1574,2627,416,55,28,1
373,278,156,480,4083,27,52,0
321,333,177,370,3978,27,49,0
292,289,106,386,3996,30,46,0
337,246,164,490,3960,33,55,0
400,567,1393,2569,390,65,36,1
756,573,826,2566,139,72,20,1
312,355,141,290,3987,25,72,0
277,318,167,358,4006,25,50,0
319,209,150,425,3826,30,73,0
399,275,102,342,4035,30,48,0
285,218,212,383,4004,26,81,0
306,355,120,214,3972,26,65,0
279,387,187,442,3979,31,60,0
275,337,107,244,4004,27,59,0
3370,2252,2459,895,3976,22,74,2
452,572,1559,2686,169,69,32,1
333,198,130,550,3969,23,59,0
293,375,163,381,4036,30,82,0
279,254,174,553,4007,22,70,0
555,494,2117,1647,667,70,43,1
289,105,153,381,4047,30,58,0
3106,3141,2394,723,3958,28,64,2
216,276,171,194,4006,24,36,0
294,289,184,453,4028,32,65,0
293,435,123,369,4001,27,48,0
288,345,160,380,4052,29,47,0
227,430,141,559,3982,25,59,0
241,310,148,426,3938,22,33,0
381,302,125,355,4041,27,69,0
306,301,145,181,3980,27,69,0
315,445,150,318,4025,35,68,0
2809,2322,2421,871,3895,35,64,2
327,291,158,453,3936,27,56,0
295,300,139,305,4051,26,66,0
532,570,1412,4040,226,71,29,1
199,251,166,437,3921,26,55,0
285,327,125,473,4022,27,73,0
3040,3199,2426,696,4023,30,64,2
555,596,1037,3260,161,62,29,1
296,333,139,418,4047,30,52,0
250,261,113,375,3889,25,69,0
342,246,116,508,3976,31,56,0
2284,2754,2888,819,3974,26,40,2
241,317,164,408,4028,22,72,0
287,310,138,532,4016,28,58,0
278,340,158,348,3971,32,61,0
354,396,161,352,3927,25,65,0
496,581,2226,3946,397,67,10,1
258,416,146,368,4029,28,59,0
348,269,187,400,4024,23,56,0
576,601,1676,2494,253,53,18,1
210,265,154,313,4050,24,65,0
372,222,126,352,4006,28,53,0
338,295,149,522,3919,24,35,0
277,264,152,516,4010,32,32,0
325,257,181,414,3941,23,45,0
243,271,132,383,3983,25,70,0
325,276,166,343,4007,27,40,0
403,248,203,456,4035,32,58,0
245,239,148,457,3976,28,56,0
2675,3444,3163,734,4034,27,60,2
299,241,134,385,3996,27,53,0
2758,3327,3906,608,4025,27,60,2
340,304,190,457,4024,24,54,0
1818,2993,2276,981,3960,33,55,2
672,454,1371,3541,393,64,38,1
274,225,164,297,4004,25,63,0
554,533,912,3042,440,62,21,1
287,238,147,389,3967,25,66,0
2617,2832,3189,873,3941,29,66,2
245,322,146,317,3990,23,56,0
387,321,109,544,3935,27,70,0
417,337,142,391,4045,22,63,0
287,316,130,399,4019,25,54,0
2853,3039,2535,560,3898,27,45,2
267,274,129,482,4052,29,59,0
357,310,129,307,3942,24,51,0
267,260,133,462,3975,23,62,0
335,342,162,297,4026,29,60,0
2831,2927,2734,590,4042,26,57,2
300,382,148,511,3955,32,64,0
336,225,141,555,3939,27,58,0
299,273,114,393,4002,25,79,0
227,352,102,505,3973,22,46,0
2972,2261,3059,741,4045,25,62,2
348,218,123,452,3918,23,66,0
298,333,142,455,4006,27,41,0
395,335,156,503,3999,23,48,0
274,328,133,455,4019,33,45,0
322,299,174,343,3987,25,72,0
314,285,143,441,3957,20,53,0
335,334,190,625,3998,30,99,0
317,291,139,432,3978,25,67,0
321,339,186,384,4021,26,57,0
